Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,3540_EB2225,3541_EB2225,3542_EB2225,3543_EB2225,3846_CP04536,3847_CP04536,3848_CP04536,3849_CP04536,3850_CP04536,3851_CP04536,3866_CP04536,3868_CP04536,Taxonomy Id,Taxonomy Lineage
Rothia mucilaginosa DY-18,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,Rothia mucilaginosa DY-18,0,0,0,0,0,0,0,1378.5,1170.76,0,0,0,680646,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Rothia(32207);s__Rothia mucilaginosa(43675);t__Rothia mucilaginosa DY-18(680646);
Rothia sp. HMSC065C12,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia_u_s,Rothia sp. HMSC065C12,0,0,0,0,0,0,0,0,0,0,3975.59,0,1739340,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Rothia(32207);s__Rothia_u_s(32207);t__Rothia sp. HMSC065C12(1739340);
Rothia sp. HMSC071B01,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia_u_s,Rothia sp. HMSC071B01,0,0,0,0,0,0,0,3979.01,2877.96,105.26,0,0,1715007,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Rothia(32207);s__Rothia_u_s(32207);t__Rothia sp. HMSC071B01(1715007);
Rothia sp. HMSC072B03,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia_u_s,Rothia sp. HMSC072B03,0,0,0,0,0,0,0,0,0,0,0,2027.29,1715109,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Rothia(32207);s__Rothia_u_s(32207);t__Rothia sp. HMSC072B03(1715109);
Rothia sp. Olga,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia_u_s,Rothia sp. Olga,246.89,0,0,0,0,0,0,0,0,0,0,0,1979525,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Micrococcales(85006);f__Micrococcaceae(1268);g__Rothia(32207);s__Rothia_u_s(32207);t__Rothia sp. Olga(1979525);
Ruminococcaceae bacterium cv2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_u_g,Ruminococcaceae_u_s,Ruminococcaceae bacterium cv2,0,0,0,0,0,0,1949.8,0,0,0,0,0,1627893,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcaceae_u_g(541000);s__Ruminococcaceae_u_s(541000);t__Ruminococcaceae bacterium cv2(1627893);
Ruminococcus bicirculans,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans,Ruminococcus bicirculans,0,0,0,4102.52,0,0,0,0,2164.71,0,0,0,1160721,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus bicirculans(1160721);t__Ruminococcus bicirculans(1160721);
Ruminococcus bromii L2-63,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii,Ruminococcus bromii L2-63,0,0,0,0,0,0,0,0,7142.24,13192.91,0,0,657321,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus bromii(40518);t__Ruminococcus bromii L2-63(657321);
Ruminococcus callidus ATCC 27760,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus,Ruminococcus callidus ATCC 27760,0,0,0,392.3,0,0,0,0,0,0,0,0,411473,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus callidus(40519);t__Ruminococcus callidus ATCC 27760(411473);
[Ruminococcus] faecis JCM 15917,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter faecis,[Ruminococcus] faecis JCM 15917,0,0,0,1184.57,0,0,0,0,0,0,0,0,1298596,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__Mediterraneibacter faecis(592978);t__[Ruminococcus] faecis JCM 15917(1298596);
[Ruminococcus] gnavus ATCC 29149,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,[Ruminococcus] gnavus ATCC 29149,0,0,0,0,0,0,14248.37,0,258.26,941.59,0,0,411470,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__[Ruminococcus] gnavus(33038);t__[Ruminococcus] gnavus ATCC 29149(411470);
[Ruminococcus] gnavus CC55_001C,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,[Ruminococcus] gnavus CC55_001C,0,0,0,0,1316.34,9710.85,0,0,0,0,0,0,1073375,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__[Ruminococcus] gnavus(33038);t__[Ruminococcus] gnavus CC55_001C(1073375);
[Ruminococcus] lactaris ATCC 29176,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,[Ruminococcus] lactaris ATCC 29176,0,0,0,2871.67,0,0,742.31,0,3088.71,7827.59,0,0,471875,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__[Ruminococcus] lactaris(46228);t__[Ruminococcus] lactaris ATCC 29176(471875);
[Ruminococcus] lactaris CC59_002D,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,[Ruminococcus] lactaris CC59_002D,0,0,0,0,0,0,0,581.39,0,0,0,0,1073376,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__[Ruminococcus] lactaris(46228);t__[Ruminococcus] lactaris CC59_002D(1073376);
Blautia obeum ATCC 29174,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum,Blautia obeum ATCC 29174,0,550.55,724.57,4598.5,0,1798.39,5658.72,403.64,8642.36,21535.67,0,0,411459,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Blautia(572511);s__Blautia obeum(40520);t__Blautia obeum ATCC 29174(411459);
Ruminococcus sp. 5_1_39BFAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_u_s,Ruminococcus sp. 5_1_39BFAA,0,0,0,0,0,0,0,682.57,0,0,0,0,457412,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus_u_s(1263);t__Ruminococcus sp. 5_1_39BFAA(457412);
Ruminococcus sp. AF33-11BH,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_u_s,Ruminococcus sp. AF33-11BH,0,4894.69,0,6141.62,0,0,0,0,0,0,0,0,2293176,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus_u_s(1263);t__Ruminococcus sp. AF33-11BH(2293176);
Ruminococcus sp. TF11-2AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_u_s,Ruminococcus sp. TF11-2AC,0,0,5908.28,0,0,8168.59,26702.51,0,13993.68,40049.4,0,0,2293241,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcus(1263);s__Ruminococcus_u_s(1263);t__Ruminococcus sp. TF11-2AC(2293241);
[Ruminococcus] torques L2-14,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,[Ruminococcus] torques L2-14,0,150.06,320.12,762.64,0,0,0,0,0,0,0,0,657313,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Mediterraneibacter(2316020);s__[Ruminococcus] torques(33039);t__[Ruminococcus] torques L2-14(657313);
Ruthenibacterium lactatiformans,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,0,0,0,0,0,0,2091.77,0,0,0,0,0,1550024,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruthenibacterium(1905344);s__Ruthenibacterium lactatiformans(1550024);t__Ruthenibacterium lactatiformans(1550024);
Schaalia meyeri,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia meyeri,Schaalia meyeri,0,0,0,0,0,0,0,1248.13,1574.15,0,200.76,1268.91,52773,k__Bacteria(2);p__Actinobacteria(201174);c__Actinomycetia(1760);o__Actinomycetales(2037);f__Actinomycetaceae(2049);g__Schaalia(2529408);s__Schaalia meyeri(52773);t__Schaalia meyeri(52773);
Selenomonas felix,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas felix,Selenomonas felix,0,0,0,0,0,0,0,0,0,0,0,377.76,1944634,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas felix(1944634);t__Selenomonas felix(1944634);
Selenomonas flueggei ATCC 43531,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas flueggei,Selenomonas flueggei ATCC 43531,0,0,0,0,0,0,0,0,0,0,0,151.62,638302,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas flueggei(135080);t__Selenomonas flueggei ATCC 43531(638302);
Selenomonas noxia ATCC 43541,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia,Selenomonas noxia ATCC 43541,0,0,0,0,0,0,0,0,0,0,0,293.21,585503,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas noxia(135083);t__Selenomonas noxia ATCC 43541(585503);
Selenomonas_u_t,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_u_s,Selenomonas_u_t,0,0,0,0,0,0,0,0,0,0,0,137.52,970,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas_u_s(970);t__Selenomonas_u_t(970);
Selenomonas sp. oral taxon 478,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_u_s,Selenomonas sp. oral taxon 478,0,0,0,0,0,0,0,0,0,0,136.53,447.24,712538,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Selenomonas(970);s__Selenomonas_u_s(970);t__Selenomonas sp. oral taxon 478(712538);
Simonsiella muelleri ATCC 29453,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Simonsiella muelleri,Simonsiella muelleri ATCC 29453,0,0,0,0,0,0,0,0,0,0,0,117.52,641147,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Neisseriales(206351);f__Neisseriaceae(481);g__Simonsiella(71);s__Simonsiella muelleri(72);t__Simonsiella muelleri ATCC 29453(641147);
Slackia exigua ATCC 700122,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia exigua,Slackia exigua ATCC 700122,0,0,0,0,0,0,0,831.66,448.62,0,0,0,649764,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Slackia(84108);s__Slackia exigua(84109);t__Slackia exigua ATCC 700122(649764);
Slackia sp. CM382,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia_u_s,Slackia sp. CM382,0,0,0,0,0,0,0,812.95,462.99,0,0,0,1111137,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Eggerthellales(1643822);f__Eggerthellaceae(1643826);g__Slackia(84108);s__Slackia_u_s(84108);t__Slackia sp. CM382(1111137);
Solobacterium moorei F0204,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium moorei,Solobacterium moorei F0204,0,0,0,0,0,0,0,541.6,396.53,0,0,243.42,706433,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Erysipelotrichaceae(128827);g__Solobacterium(123375);s__Solobacterium moorei(102148);t__Solobacterium moorei F0204(706433);
Staphylococcus epidermidis AG42,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis AG42,0,0,0,0,0,0,0,497.46,0,0,0,0,1458470,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Bacillales(1385);f__Staphylococcaceae(90964);g__Staphylococcus(1279);s__Staphylococcus epidermidis(1282);t__Staphylococcus epidermidis AG42(1458470);
Staphylococcus sp. DORA_6_22,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_u_s,Staphylococcus sp. DORA_6_22,0,0,0,0,0,78.32,0,0,0,0,0,0,1403935,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Bacillales(1385);f__Staphylococcaceae(90964);g__Staphylococcus(1279);s__Staphylococcus_u_s(1279);t__Staphylococcus sp. DORA_6_22(1403935);
Stomatobaculum longum,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum longum,Stomatobaculum longum,0,0,0,0,303.49,0,0,0,0,0,0,219.68,796942,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Stomatobaculum(1213720);s__Stomatobaculum longum(796942);t__Stomatobaculum longum(796942);
Streptococcus_u_t,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_u_s,Streptococcus_u_t,167.81,578.38,0,935.96,318.26,159.66,225.69,372.11,0,222.06,134.76,362.74,1301,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus_u_s(1301);t__Streptococcus_u_t(1301);
Streptococcus agalactiae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus agalactiae,0,0,0,0,1168.02,231.88,0,190.54,0,0,0,0,1311,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus agalactiae(1311);t__Streptococcus agalactiae(1311);
Streptococcus anginosus 1_2_62CV,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus anginosus 1_2_62CV,0,0,0,0,486.33,0,0,860.79,637.48,0,0,0,742820,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus anginosus(1328);t__Streptococcus anginosus 1_2_62CV(742820);
Streptococcus anginosus 1505,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus anginosus 1505,0,0,0,0,0,0,1660.18,0,0,0,0,0,1163301,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus anginosus(1328);t__Streptococcus anginosus 1505(1163301);
Streptococcus anginosus F0211,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus anginosus F0211,0,0,0,0,0,2397.42,0,0,0,0,0,0,706437,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus anginosus(1328);t__Streptococcus anginosus F0211(706437);
Streptococcus australis ATCC 700641,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,Streptococcus australis ATCC 700641,0,0,0,0,0,80.06,0,13155.64,8921.47,267.33,3285.51,0,888833,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus australis(113107);t__Streptococcus australis ATCC 700641(888833);
Streptococcus constellatus subsp. constellatus SK53,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,Streptococcus constellatus subsp. constellatus SK53,0,0,0,0,0,0,0,0,94.21,0,0,0,1095730,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus constellatus(76860);t__Streptococcus constellatus subsp. constellatus SK53(1095730);
Streptococcus constellatus subsp. pharyngis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,Streptococcus constellatus subsp. pharyngis,0,0,0,0,0,0,0,691.47,0,0,0,0,184250,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus constellatus(76860);t__Streptococcus constellatus subsp. pharyngis(184250);
Streptococcus cristatus ATCC 51100,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,Streptococcus cristatus ATCC 51100,0,0,0,0,218.14,0,0,4193.31,2726.18,0,891.78,308.67,889201,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus cristatus(45634);t__Streptococcus cristatus ATCC 51100(889201);
Streptococcus gordonii str. Challis substr. CH1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,Streptococcus gordonii str. Challis substr. CH1,0,0,0,0,0,0,0,234.95,148.81,0,0,241.15,467705,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus gordonii(1302);t__Streptococcus gordonii str. Challis substr. CH1(467705);
Streptococcus halitosis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus halitosis,Streptococcus halitosis,0,0,0,0,0,0,0,395.81,255.38,0,0,0,2172545,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus halitosis(2172545);t__Streptococcus halitosis(2172545);
Streptococcus infantis ATCC 700779,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis ATCC 700779,0,0,0,0,0,0,0,7515.6,0,0,2738.87,0,889204,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus infantis(68892);t__Streptococcus infantis ATCC 700779(889204);
Streptococcus infantis SK1076,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis SK1076,0,0,0,0,0,0,0,0,0,0,0,719.74,1005705,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus infantis(68892);t__Streptococcus infantis SK1076(1005705);
Streptococcus infantis SK1302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis SK1302,0,0,0,0,93.88,0,0,0,0,0,0,0,871237,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus infantis(68892);t__Streptococcus infantis SK1302(871237);
Streptococcus infantis X,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis X,0,0,0,0,0,0,0,0,5395.7,0,0,0,997830,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus infantis(68892);t__Streptococcus infantis X(997830);
Streptococcus intermedius B196,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius B196,0,0,0,0,161.44,0,0,0,0,0,182.95,0,862967,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus intermedius(1338);t__Streptococcus intermedius B196(862967);
Streptococcus intermedius C270,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius C270,0,0,0,0,0,0,0,0,0,0,0,820.24,862966,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus intermedius(1338);t__Streptococcus intermedius C270(862966);
Streptococcus intermedius F0395,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,Streptococcus intermedius F0395,0,0,0,0,0,0,0,1847.23,1440.25,0,0,0,857292,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus intermedius(1338);t__Streptococcus intermedius F0395(857292);
Streptococcus milleri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus milleri,Streptococcus milleri,0,0,0,0,123.14,393.78,295.91,1403.43,1118.79,0,0,0,33040,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus milleri(33040);t__Streptococcus milleri(33040);
Streptococcus mitis 21/39,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis 21/39,0,0,0,0,1055.21,0,0,5823.47,4395.48,0,0,0,1415765,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mitis(28037);t__Streptococcus mitis 21/39(1415765);
Streptococcus mitis SK569,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis SK569,0,0,0,0,0,0,0,0,0,0,0,498.86,1035187,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mitis(28037);t__Streptococcus mitis SK569(1035187);
Streptococcus mitis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis,0,0,0,0,0,224.54,308.47,0,0,0,362.23,0,28037,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mitis(28037);t__Streptococcus mitis(28037);
Streptococcus mutans 1ID3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,Streptococcus mutans 1ID3,0,0,0,0,0,590.37,633.55,0,0,0,0,0,857154,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mutans(1309);t__Streptococcus mutans 1ID3(857154);
Streptococcus mutans,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,Streptococcus mutans,0,0,0,0,595.92,0,0,0,0,0,0,0,1309,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mutans(1309);t__Streptococcus mutans(1309);
Streptococcus mutans OMZ175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,Streptococcus mutans OMZ175,0,0,0,0,0,0,0,0,0,0,0,1119.11,857099,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus mutans(1309);t__Streptococcus mutans OMZ175(857099);
Streptococcus oralis SK304,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,Streptococcus oralis SK304,0,0,0,0,0,0,0,1890.58,1066.75,0,269.11,0,1161421,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus oralis(1303);t__Streptococcus oralis SK304(1161421);
Streptococcus parasanguinis ATCC 15912,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus parasanguinis ATCC 15912,0,0,0,0,4380.94,8165.43,8405.59,0,0,0,0,2714.25,760570,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Streptococcus(1301);s__Streptococcus parasanguinis(1318);t__Streptococcus parasanguinis ATCC 15912(760570);
